time,class,cpu,mem
2015-05-19 02:57:46,flavor9,4,16384
2015-05-19 02:57:53,flavor9,4,16384
2015-05-19 19:07:45,flavor3,1,4096
2015-05-19 19:26:12,flavor7,4,4096
2015-05-19 23:47:41,flavor5,2,4096
2015-05-19 23:47:42,flavor5,2,4096
2015-05-19 23:47:51,flavor5,2,4096
2015-05-19 23:47:51,flavor5,2,4096
2015-05-19 23:47:52,flavor5,2,4096
2015-05-19 23:59:27,flavor8,4,8192
2015-05-19 23:59:34,flavor8,4,8192
2015-05-19 23:59:35,flavor8,4,8192
2015-05-19 23:59:35,flavor8,4,8192
2015-05-19 23:59:35,flavor8,4,8192
2015-05-19 23:59:44,flavor8,4,8192
2015-05-19 23:59:44,flavor8,4,8192
2015-05-19 23:59:46,flavor8,4,8192
2015-05-20 00:06:27,flavor8,4,8192
2015-05-20 00:06:36,flavor8,4,8192
2015-05-20 00:06:37,flavor8,4,8192
2015-05-20 00:06:38,flavor8,4,8192
2015-05-20 00:06:38,flavor8,4,8192
2015-05-20 00:06:56,flavor8,4,8192
2015-05-20 00:13:20,flavor8,4,8192
2015-05-20 00:13:29,flavor8,4,8192
2015-05-20 00:13:50,flavor8,4,8192
2015-05-20 00:14:08,flavor8,4,8192
2015-05-20 00:14:08,flavor8,4,8192
2015-05-20 00:14:18,flavor8,4,8192
2015-05-20 00:17:07,flavor8,4,8192
2015-05-20 00:48:23,flavor8,4,8192
2015-05-20 00:48:23,flavor8,4,8192
2015-05-20 00:48:33,flavor8,4,8192
2015-05-20 01:12:57,flavor9,4,16384
2015-05-20 01:13:05,flavor8,4,8192
2015-05-20 01:16:50,flavor9,4,16384
2015-05-20 01:17:29,flavor2,1,2048
2015-05-20 01:17:29,flavor2,1,2048
2015-05-20 01:17:36,flavor2,1,2048
2015-05-20 01:17:37,flavor2,1,2048
2015-05-20 01:33:17,flavor8,4,8192
2015-05-20 02:44:07,flavor5,2,4096
2015-05-20 02:44:17,flavor6,2,8192
2015-05-20 02:44:17,flavor6,2,8192
2015-05-20 02:44:25,flavor5,2,4096
2015-05-20 02:44:25,flavor6,2,8192
2015-05-20 02:44:55,flavor6,2,8192
2015-05-20 02:50:59,flavor5,2,4096
2015-05-20 02:51:10,flavor5,2,4096
2015-05-20 02:51:36,flavor6,2,8192
2015-05-20 02:51:46,flavor6,2,8192
2015-05-20 02:58:02,flavor5,2,4096
2015-05-20 02:58:02,flavor6,2,8192
2015-05-20 02:58:10,flavor5,2,4096
2015-05-20 03:11:56,flavor5,2,4096
2015-05-20 03:50:52,flavor8,4,8192
2015-05-20 03:51:03,flavor9,4,16384
2015-05-20 03:51:12,flavor8,4,8192
2015-05-20 03:51:22,flavor8,4,8192
2015-05-20 17:44:52,flavor1,1,1024
2015-05-20 18:57:04,flavor6,2,8192
2015-05-20 19:00:04,flavor2,1,2048
2015-05-20 19:59:37,flavor8,4,8192
2015-05-20 23:14:47,flavor11,8,16384
2015-05-21 02:29:01,flavor5,2,4096
2015-05-21 02:45:09,flavor8,4,8192
2015-05-21 02:46:23,flavor5,2,4096
2015-05-21 02:46:32,flavor8,4,8192
2015-05-21 02:46:33,flavor5,2,4096
2015-05-21 02:46:33,flavor5,2,4096
2015-05-21 02:46:34,flavor5,2,4096
2015-05-21 02:46:35,flavor12,8,32768
2015-05-21 02:46:42,flavor8,4,8192
2015-05-21 02:46:42,flavor8,4,8192
2015-05-21 02:46:43,flavor8,4,8192
2015-05-21 02:46:52,flavor5,2,4096
2015-05-21 02:46:52,flavor5,2,4096
2015-05-21 02:46:52,flavor5,2,4096
2015-05-21 02:46:52,flavor8,4,8192
2015-05-21 02:46:53,flavor11,8,16384
2015-05-21 02:46:53,flavor5,2,4096
2015-05-21 02:46:53,flavor8,4,8192
2015-05-21 02:46:53,flavor5,2,4096
2015-05-21 02:47:01,flavor8,4,8192
2015-05-21 02:47:01,flavor8,4,8192
2015-05-21 02:51:15,flavor8,4,8192
2015-05-21 02:51:53,flavor10,8,8192
2015-05-21 02:52:21,flavor8,4,8192
2015-05-21 02:52:30,flavor5,2,4096
2015-05-21 03:15:00,flavor11,8,16384
2015-05-21 03:40:12,flavor12,8,32768
2015-05-21 03:41:09,flavor1,1,1024
2015-05-21 03:41:47,flavor5,2,4096
2015-05-21 03:41:47,flavor11,8,16384
2015-05-21 03:56:36,flavor11,8,16384
2015-05-21 03:56:36,flavor11,8,16384
2015-05-21 04:33:23,flavor2,1,2048
2015-05-21 17:27:08,flavor5,2,4096
2015-05-21 18:16:59,flavor7,4,4096
2015-05-21 19:51:46,flavor5,2,4096
2015-05-21 19:51:46,flavor6,2,8192
2015-05-21 20:05:00,flavor7,4,4096
2015-05-21 20:15:50,flavor5,2,4096
2015-05-21 21:27:34,flavor1,1,1024
2015-05-21 22:28:16,flavor8,4,8192
2015-05-22 19:50:56,flavor1,1,1024
2015-05-22 22:24:31,flavor8,4,8192
2015-05-23 18:40:04,flavor2,1,2048
2015-05-23 18:40:05,flavor2,1,2048
2015-05-23 18:40:14,flavor2,1,2048
2015-05-23 18:40:15,flavor2,1,2048
2015-05-24 18:33:45,flavor8,4,8192
2015-05-24 18:34:16,flavor8,4,8192
2015-05-24 21:57:25,flavor5,2,4096
2015-05-24 23:15:26,flavor6,2,8192
2015-05-25 01:29:11,flavor8,4,8192
2015-05-25 01:29:12,flavor8,4,8192
2015-05-25 01:29:21,flavor8,4,8192
2015-05-25 01:29:21,flavor8,4,8192
2015-05-25 04:10:18,flavor8,4,8192
2015-05-25 04:22:27,flavor3,1,4096
2015-05-25 04:26:03,flavor3,1,4096
2015-05-25 04:26:59,flavor9,4,16384
2015-05-25 04:35:35,flavor6,2,8192
2015-05-25 04:37:19,flavor9,4,16384
2015-05-25 04:45:17,flavor6,2,8192
2015-05-25 04:46:51,flavor12,8,32768
2015-05-25 04:48:06,flavor12,8,32768
2015-05-25 04:49:21,flavor12,8,32768
2015-05-25 17:08:31,flavor15,16,65536
2015-05-25 22:55:14,flavor9,4,16384
2015-05-25 22:55:23,flavor12,8,32768
2015-05-25 22:56:01,flavor9,4,16384
2015-05-25 23:55:28,flavor4,2,2048
2015-05-26 00:38:17,flavor1,1,1024
2015-05-26 00:40:57,flavor5,2,4096
2015-05-26 00:48:10,flavor11,8,16384
2015-05-26 01:00:58,flavor11,8,16384
2015-05-26 01:23:22,flavor11,8,16384
2015-05-26 01:29:55,flavor8,4,8192
2015-05-26 01:29:55,flavor9,4,16384
2015-05-26 01:30:04,flavor8,4,8192
2015-05-26 01:30:04,flavor8,4,8192
2015-05-26 01:30:04,flavor8,4,8192
2015-05-26 01:30:04,flavor8,4,8192
2015-05-26 01:30:05,flavor8,4,8192
2015-05-26 01:30:05,flavor8,4,8192
2015-05-26 01:30:05,flavor8,4,8192
2015-05-26 01:30:06,flavor8,4,8192
2015-05-26 01:30:06,flavor8,4,8192
2015-05-26 01:30:13,flavor8,4,8192
2015-05-26 01:30:13,flavor8,4,8192
2015-05-26 01:30:14,flavor8,4,8192
2015-05-26 01:30:15,flavor9,4,16384
2015-05-26 01:30:15,flavor8,4,8192
2015-05-26 01:30:25,flavor8,4,8192
2015-05-26 01:34:36,flavor8,4,8192
2015-05-26 01:34:38,flavor8,4,8192
2015-05-26 01:35:15,flavor8,4,8192
2015-05-26 01:38:01,flavor12,8,32768
2015-05-26 02:51:53,flavor11,8,16384
2015-05-26 03:00:55,flavor11,8,16384
2015-05-26 17:47:04,flavor8,4,8192
2015-05-26 17:47:06,flavor5,2,4096
2015-05-26 17:47:15,flavor6,2,8192
2015-05-26 17:47:16,flavor6,2,8192
2015-05-26 17:47:16,flavor6,2,8192
2015-05-26 17:47:23,flavor6,2,8192
2015-05-26 17:47:23,flavor6,2,8192
2015-05-26 17:47:23,flavor6,2,8192
2015-05-26 17:47:24,flavor6,2,8192
2015-05-26 17:47:25,flavor6,2,8192
2015-05-26 19:07:37,flavor5,2,4096
2015-05-26 19:29:32,flavor11,8,16384
2015-05-26 19:46:42,flavor5,2,4096
2015-05-26 22:21:41,flavor5,2,4096
2015-05-26 23:06:16,flavor2,1,2048
2015-05-26 23:06:17,flavor2,1,2048
2015-05-26 23:06:18,flavor2,1,2048
2015-05-26 23:06:35,flavor2,1,2048
2015-05-27 05:36:12,flavor9,4,16384
2015-05-27 14:09:26,flavor5,2,4096
2015-05-27 18:36:19,flavor6,2,8192
2015-05-27 18:36:19,flavor6,2,8192
2015-05-27 18:36:26,flavor9,4,16384
2015-05-27 18:36:38,flavor6,2,8192
2015-05-27 18:37:06,flavor6,2,8192
2015-05-27 18:37:15,flavor6,2,8192
2015-05-27 18:38:57,flavor6,2,8192
2015-05-27 18:39:35,flavor6,2,8192
2015-05-27 18:41:10,flavor6,2,8192
2015-05-27 18:51:20,flavor6,2,8192
2015-05-27 18:57:08,flavor8,4,8192
2015-05-27 22:10:40,flavor5,2,4096
2015-05-27 22:36:29,flavor12,8,32768
2015-05-27 23:17:18,flavor5,2,4096
2015-05-28 00:01:27,flavor5,2,4096
2015-05-28 04:02:37,flavor5,2,4096
2015-05-28 04:02:38,flavor6,2,8192
2015-05-28 04:02:46,flavor5,2,4096
2015-05-28 04:02:46,flavor5,2,4096
2015-05-28 04:02:46,flavor6,2,8192
2015-05-28 04:02:47,flavor5,2,4096
2015-05-28 04:02:47,flavor5,2,4096
2015-05-28 04:02:48,flavor6,2,8192
2015-05-28 04:02:48,flavor5,2,4096
2015-05-28 04:02:55,flavor6,2,8192
2015-05-28 04:02:55,flavor5,2,4096
2015-05-28 04:02:56,flavor5,2,4096
2015-05-28 04:02:57,flavor6,2,8192
2015-05-28 04:03:06,flavor5,2,4096
2015-05-28 04:03:06,flavor5,2,4096
2015-05-28 04:28:28,flavor7,4,4096
2015-05-28 04:29:03,flavor7,4,4096
2015-05-28 04:29:14,flavor8,4,8192
2015-05-28 04:29:14,flavor8,4,8192
2015-05-28 04:29:23,flavor7,4,4096
2015-05-28 04:29:43,flavor8,4,8192
2015-05-28 05:56:16,flavor8,4,8192
2015-05-28 20:41:50,flavor5,2,4096
2015-05-28 22:13:19,flavor9,4,16384
2015-05-28 22:13:20,flavor9,4,16384
2015-05-28 22:13:20,flavor9,4,16384
2015-05-28 22:41:21,flavor1,1,1024
2015-05-28 23:05:55,flavor12,8,32768
2015-05-28 23:06:03,flavor12,8,32768
2015-05-28 23:06:04,flavor12,8,32768
2015-05-28 23:06:04,flavor12,8,32768
2015-05-28 23:06:05,flavor12,8,32768
2015-05-28 23:06:12,flavor12,8,32768
2015-05-29 00:07:03,flavor14,16,32768
2015-05-29 00:07:04,flavor14,16,32768
2015-05-29 00:11:45,flavor14,16,32768
2015-05-29 00:12:52,flavor11,8,16384
2015-05-29 00:13:00,flavor11,8,16384
2015-05-29 00:13:01,flavor11,8,16384
2015-05-29 00:13:18,flavor11,8,16384
2015-05-29 00:13:20,flavor11,8,16384
2015-05-29 00:13:20,flavor11,8,16384
2015-05-29 00:13:21,flavor11,8,16384
2015-05-29 00:13:21,flavor11,8,16384
2015-05-29 00:13:28,flavor11,8,16384
2015-05-29 00:13:29,flavor11,8,16384
2015-05-29 00:13:39,flavor11,8,16384
2015-05-29 10:57:31,flavor4,2,2048
2015-05-30 02:45:22,flavor1,1,1024
